>> roxford5k: mAP E: 64.03, M: 48.39, H: 23.22
>> roxford5k: mP@k[1, 5, 10] E: [88.24 76.47 71.76], M: [87.14 75.43 69.86], H: [54.29 36.93 31.64]
>> rparis6k: mAP E: 79.97, M: 61.96, H: 33.31
>> rparis6k: mP@k[1, 5, 10] E: [97.14 94.57 93.29], M: [97.14 96.57 96.29], H: [85.71 80.   75.  ]
>> Train: [1][1/2000]	Time 1.258 (1.258)	Data 0.744 (0.744)	Loss 0.1419 (0.1419)
>> Val: [69][880/1691]	Time 0.030 (0.034)	Loss 0.3090 (0.1649)
>> Val: [69][890/1691]	Time 0.032 (0.034)	Loss 0.1177 (0.1649)
>> Val: [69][900/1691]	Time 0.031 (0.034)	Loss 0.1718 (0.1649)
>> Val: [69][910/1691]	Time 0.034 (0.034)	Loss 0.1704 (0.1652)
>> Val: [69][920/1691]	Time 0.026 (0.034)	Loss 0.0764 (0.1652)
>> Val: [69][930/1691]	Time 0.035 (0.034)	Loss 0.1411 (0.1651)
>> Val: [69][940/1691]	Time 0.034 (0.034)	Loss 0.2908 (0.1654)
>> Val: [69][950/1691]	Time 0.034 (0.034)	Loss 0.3626 (0.1659)
>> Val: [69][960/1691]	Time 0.029 (0.034)	Loss 0.1944 (0.1657)
>> Val: [69][970/1691]	Time 0.037 (0.034)	Loss 0.1471 (0.1661)
>> Val: [69][980/1691]	Time 0.035 (0.034)	Loss 0.2500 (0.1662)
>> Val: [69][990/1691]	Time 0.034 (0.034)	Loss 0.1232 (0.1661)
>> Val: [69][1000/1691]	Time 0.032 (0.034)	Loss 0.1871 (0.1663)
>> Val: [69][1010/1691]	Time 0.035 (0.034)	Loss 0.1618 (0.1664)
>> Val: [69][1020/1691]	Time 0.039 (0.034)	Loss 0.2246 (0.1664)
>> Val: [69][1030/1691]	Time 0.032 (0.034)	Loss 0.1935 (0.1667)
>> Val: [69][1040/1691]	Time 0.034 (0.034)	Loss 0.1103 (0.1664)
>> Val: [69][1050/1691]	Time 0.033 (0.034)	Loss 0.1162 (0.1662)
>> Val: [69][1060/1691]	Time 0.032 (0.034)	Loss 0.1376 (0.1659)
>> Val: [69][1070/1691]	Time 0.033 (0.034)	Loss 0.2622 (0.1662)
>> Val: [69][1080/1691]	Time 0.032 (0.034)	Loss 0.1623 (0.1663)
>> Val: [69][1090/1691]	Time 0.031 (0.033)	Loss 0.0569 (0.1660)
>> Val: [69][1100/1691]	Time 0.040 (0.033)	Loss 0.1208 (0.1660)
>> Val: [69][1110/1691]	Time 0.036 (0.034)	Loss 0.1395 (0.1658)
>> Val: [69][1120/1691]	Time 0.035 (0.034)	Loss 0.0727 (0.1658)
>> Val: [69][1130/1691]	Time 0.035 (0.034)	Loss 0.1228 (0.1660)
>> Val: [69][1140/1691]	Time 0.033 (0.034)	Loss 0.1990 (0.1659)
>> Val: [69][1150/1691]	Time 0.034 (0.034)	Loss 0.2379 (0.1659)
>> Val: [69][1160/1691]	Time 0.035 (0.034)	Loss 0.1388 (0.1658)
>> Val: [69][1170/1691]	Time 0.032 (0.034)	Loss 0.1388 (0.1658)
>> Val: [69][1180/1691]	Time 0.035 (0.034)	Loss 0.1835 (0.1656)
>> Val: [69][1190/1691]	Time 0.034 (0.033)	Loss 0.0517 (0.1656)
>> Val: [69][1200/1691]	Time 0.029 (0.034)	Loss 0.2490 (0.1656)
>> Val: [69][1210/1691]	Time 0.037 (0.033)	Loss 0.2194 (0.1660)
>> Val: [69][1220/1691]	Time 0.033 (0.033)	Loss 0.1617 (0.1659)
>> Val: [69][1230/1691]	Time 0.031 (0.033)	Loss 0.1544 (0.1659)
>> Val: [69][1240/1691]	Time 0.028 (0.033)	Loss 0.1025 (0.1658)
>> Val: [69][1250/1691]	Time 0.030 (0.033)	Loss 0.2538 (0.1661)
>> Val: [69][1260/1691]	Time 0.031 (0.033)	Loss 0.1996 (0.1661)
>> Val: [69][1270/1691]	Time 0.040 (0.033)	Loss 0.1387 (0.1661)
>> Val: [69][1280/1691]	Time 0.031 (0.033)	Loss 0.2349 (0.1660)
>> Val: [69][1290/1691]	Time 0.034 (0.033)	Loss 0.1574 (0.1661)
>> Val: [69][1300/1691]	Time 0.038 (0.033)	Loss 0.2165 (0.1660)
>> Val: [69][1310/1691]	Time 0.034 (0.033)	Loss 0.0777 (0.1659)
>> Val: [69][1320/1691]	Time 0.035 (0.033)	Loss 0.0754 (0.1659)
>> Val: [69][1330/1691]	Time 0.031 (0.033)	Loss 0.2441 (0.1661)
>> Val: [69][1340/1691]	Time 0.035 (0.033)	Loss 0.1382 (0.1661)
>> Val: [69][1350/1691]	Time 0.032 (0.033)	Loss 0.1558 (0.1661)
>> Val: [69][1360/1691]	Time 0.034 (0.033)	Loss 0.2126 (0.1661)
>> Val: [69][1370/1691]	Time 0.038 (0.033)	Loss 0.1252 (0.1660)
>> Val: [69][1380/1691]	Time 0.031 (0.033)	Loss 0.1299 (0.1660)
>> Val: [69][1390/1691]	Time 0.035 (0.033)	Loss 0.1161 (0.1663)
>> Val: [69][1400/1691]	Time 0.035 (0.033)	Loss 0.1740 (0.1662)
>> Val: [69][1410/1691]	Time 0.029 (0.033)	Loss 0.2395 (0.1664)
>> Val: [69][1420/1691]	Time 0.023 (0.033)	Loss 0.1487 (0.1663)
>> Val: [69][1430/1691]	Time 0.040 (0.033)	Loss 0.3433 (0.1664)
>> Val: [69][1440/1691]	Time 0.031 (0.033)	Loss 0.1301 (0.1666)
>> Val: [69][1450/1691]	Time 0.032 (0.033)	Loss 0.1577 (0.1668)
>> Val: [69][1460/1691]	Time 0.035 (0.033)	Loss 0.1131 (0.1667)
>> Val: [69][1470/1691]	Time 0.033 (0.033)	Loss 0.2782 (0.1669)
>> Val: [69][1480/1691]	Time 0.030 (0.033)	Loss 0.1362 (0.1669)
>> Val: [69][1490/1691]	Time 0.030 (0.033)	Loss 0.2422 (0.1669)
>> Val: [69][1500/1691]	Time 0.034 (0.033)	Loss 0.2174 (0.1669)
>> Val: [69][1510/1691]	Time 0.035 (0.033)	Loss 0.1299 (0.1670)
>> Val: [69][1520/1691]	Time 0.030 (0.033)	Loss 0.1983 (0.1670)
>> Val: [69][1530/1691]	Time 0.034 (0.033)	Loss 0.2413 (0.1668)
>> Val: [69][1540/1691]	Time 0.035 (0.033)	Loss 0.1936 (0.1668)
>> Val: [69][1550/1691]	Time 0.032 (0.033)	Loss 0.1674 (0.1667)
>> Val: [69][1560/1691]	Time 0.030 (0.033)	Loss 0.1129 (0.1666)
>> Val: [69][1570/1691]	Time 0.027 (0.033)	Loss 0.2292 (0.1668)
>> Val: [69][1580/1691]	Time 0.035 (0.033)	Loss 0.2223 (0.1670)
>> Val: [69][1590/1691]	Time 0.035 (0.033)	Loss 0.1348 (0.1673)
>> Val: [69][1600/1691]	Time 0.037 (0.033)	Loss 0.2678 (0.1672)
>> Val: [69][1610/1691]	Time 0.032 (0.033)	Loss 0.2014 (0.1674)
>> Val: [69][1620/1691]	Time 0.028 (0.033)	Loss 0.1963 (0.1674)
>> Val: [69][1630/1691]	Time 0.034 (0.033)	Loss 0.2272 (0.1673)
>> Val: [69][1640/1691]	Time 0.034 (0.033)	Loss 0.1042 (0.1673)
>> Val: [69][1650/1691]	Time 0.039 (0.033)	Loss 0.2018 (0.1672)
>> Val: [69][1660/1691]	Time 0.033 (0.033)	Loss 0.2047 (0.1674)
>> Val: [69][1670/1691]	Time 0.035 (0.033)	Loss 0.1644 (0.1674)
>> Val: [69][1680/1691]	Time 0.035 (0.033)	Loss 0.2288 (0.1677)
>> Val: [69][1690/1691]	Time 0.035 (0.033)	Loss 0.1747 (0.1676)
>> Val: [69][1691/1691]	Time 0.030 (0.033)	Loss 0.2219 (0.1676)
>> roxford5k: mAP E: 68.52, M: 51.94, H: 24.0
>> roxford5k: mP@k[1, 5, 10] E: [86.76 80.22 74.78], M: [85.71 77.62 73.05], H: [51.43 43.71 37.43]
>> rparis6k: mAP E: 77.63, M: 59.98, H: 32.04
>> rparis6k: mP@k[1, 5, 10] E: [94.29 92.95 91.67], M: [94.29 96.29 95.  ], H: [82.86 77.43 72.14]
>> Train: [70][1/2000]	Time 0.632 (0.632)	Data 0.527 (0.527)	Loss 0.1235 (0.1235)
>> Train: [70][10/2000]	Time 0.081 (0.148)	Data 0.000 (0.053)	Loss 0.2410 (0.2082)
>> Train: [70][20/2000]	Time 0.099 (0.120)	Data 0.000 (0.027)	Loss 0.2233 (0.1819)
>> Train: [70][30/2000]	Time 0.099 (0.111)	Data 0.000 (0.018)	Loss 0.2279 (0.1823)
>> Train: [70][40/2000]	Time 0.103 (0.107)	Data 0.000 (0.013)	Loss 0.2492 (0.1741)
>> Train: [70][50/2000]	Time 0.093 (0.104)	Data 0.000 (0.011)	Loss 0.1813 (0.1785)
>> Train: [70][60/2000]	Time 0.097 (0.102)	Data 0.001 (0.009)	Loss 0.1826 (0.1727)
>> Train: [70][70/2000]	Time 0.097 (0.100)	Data 0.000 (0.008)	Loss 0.1201 (0.1684)
>> Train: [70][80/2000]	Time 0.089 (0.100)	Data 0.000 (0.007)	Loss 0.1576 (0.1641)
>> Train: [70][90/2000]	Time 0.092 (0.099)	Data 0.000 (0.006)	Loss 0.0356 (0.1686)
>> Train: [70][100/2000]	Time 0.095 (0.099)	Data 0.000 (0.005)	Loss 0.2158 (0.1666)
>> Train: [70][110/2000]	Time 0.109 (0.099)	Data 0.000 (0.005)	Loss 0.1234 (0.1669)
>> Train: [70][120/2000]	Time 0.096 (0.099)	Data 0.000 (0.005)	Loss 0.1914 (0.1679)
>> Train: [70][130/2000]	Time 0.088 (0.098)	Data 0.000 (0.004)	Loss 0.3022 (0.1685)
>> Train: [70][140/2000]	Time 0.077 (0.098)	Data 0.000 (0.004)	Loss 0.1310 (0.1685)
>> Train: [70][150/2000]	Time 0.091 (0.098)	Data 0.000 (0.004)	Loss 0.1938 (0.1690)
>> Train: [70][160/2000]	Time 0.106 (0.098)	Data 0.000 (0.003)	Loss 0.1844 (0.1668)
>> Train: [70][170/2000]	Time 0.098 (0.098)	Data 0.000 (0.003)	Loss 0.1023 (0.1672)
>> Train: [70][180/2000]	Time 0.098 (0.098)	Data 0.000 (0.003)	Loss 0.1015 (0.1664)
>> Train: [70][190/2000]	Time 0.090 (0.097)	Data 0.000 (0.003)	Loss 0.1010 (0.1665)
>> Train: [70][200/2000]	Time 0.099 (0.097)	Data 0.000 (0.003)	Loss 0.2038 (0.1662)
>> Train: [70][210/2000]	Time 0.094 (0.097)	Data 0.000 (0.003)	Loss 0.1953 (0.1673)
>> Train: [70][220/2000]	Time 0.088 (0.097)	Data 0.000 (0.003)	Loss 0.1055 (0.1652)
>> Train: [70][230/2000]	Time 0.088 (0.097)	Data 0.000 (0.002)	Loss 0.0999 (0.1640)
>> Train: [70][240/2000]	Time 0.093 (0.097)	Data 0.000 (0.002)	Loss 0.1880 (0.1634)
>> Train: [70][250/2000]	Time 0.103 (0.097)	Data 0.000 (0.002)	Loss 0.0613 (0.1644)
>> Train: [70][260/2000]	Time 0.093 (0.097)	Data 0.000 (0.002)	Loss 0.1971 (0.1622)
>> Train: [70][270/2000]	Time 0.088 (0.097)	Data 0.000 (0.002)	Loss 0.1240 (0.1616)
>> Train: [70][280/2000]	Time 0.092 (0.096)	Data 0.000 (0.002)	Loss 0.1239 (0.1615)
>> Train: [70][290/2000]	Time 0.100 (0.097)	Data 0.000 (0.002)	Loss 0.2716 (0.1617)
>> Train: [70][300/2000]	Time 0.104 (0.096)	Data 0.000 (0.002)	Loss 0.1767 (0.1598)
>> Train: [70][310/2000]	Time 0.106 (0.096)	Data 0.000 (0.002)	Loss 0.1115 (0.1590)
>> Train: [70][320/2000]	Time 0.110 (0.096)	Data 0.000 (0.002)	Loss 0.2179 (0.1585)
>> Train: [70][330/2000]	Time 0.097 (0.096)	Data 0.001 (0.002)	Loss 0.2961 (0.1584)
>> Train: [70][340/2000]	Time 0.068 (0.096)	Data 0.000 (0.002)	Loss 0.1719 (0.1581)
>> Train: [70][350/2000]	Time 0.108 (0.096)	Data 0.000 (0.002)	Loss 0.1676 (0.1576)
>> Train: [70][360/2000]	Time 0.098 (0.096)	Data 0.000 (0.002)	Loss 0.1952 (0.1579)
>> Train: [70][370/2000]	Time 0.085 (0.096)	Data 0.000 (0.002)	Loss 0.0453 (0.1570)
>> Train: [70][380/2000]	Time 0.084 (0.096)	Data 0.000 (0.002)	Loss 0.1351 (0.1563)
>> Train: [70][390/2000]	Time 0.093 (0.096)	Data 0.000 (0.002)	Loss 0.1299 (0.1557)
>> Train: [70][400/2000]	Time 0.091 (0.096)	Data 0.000 (0.001)	Loss 0.2892 (0.1556)
>> Train: [70][410/2000]	Time 0.082 (0.096)	Data 0.000 (0.001)	Loss 0.2434 (0.1566)
>> Train: [70][420/2000]	Time 0.107 (0.096)	Data 0.000 (0.001)	Loss 0.1602 (0.1563)
>> Train: [70][430/2000]	Time 0.093 (0.096)	Data 0.000 (0.001)	Loss 0.1040 (0.1556)
>> Train: [70][440/2000]	Time 0.101 (0.096)	Data 0.000 (0.001)	Loss 0.1645 (0.1548)
>> Train: [70][450/2000]	Time 0.095 (0.096)	Data 0.000 (0.001)	Loss 0.0802 (0.1543)
>> Train: [70][460/2000]	Time 0.094 (0.096)	Data 0.000 (0.001)	Loss 0.0610 (0.1539)
>> Train: [70][470/2000]	Time 0.094 (0.096)	Data 0.000 (0.001)	Loss 0.1521 (0.1542)
>> Train: [70][480/2000]	Time 0.104 (0.096)	Data 0.000 (0.001)	Loss 0.1025 (0.1547)
>> Train: [70][490/2000]	Time 0.096 (0.096)	Data 0.000 (0.001)	Loss 0.0851 (0.1548)
>> Train: [70][500/2000]	Time 0.093 (0.096)	Data 0.000 (0.001)	Loss 0.1203 (0.1550)
>> Train: [70][510/2000]	Time 0.102 (0.096)	Data 0.000 (0.001)	Loss 0.1219 (0.1544)
>> Train: [70][520/2000]	Time 0.105 (0.096)	Data 0.000 (0.001)	Loss 0.1423 (0.1544)
>> Train: [70][530/2000]	Time 0.092 (0.096)	Data 0.000 (0.001)	Loss 0.1598 (0.1538)
>> Train: [70][540/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.1500 (0.1541)
>> Train: [70][550/2000]	Time 0.084 (0.096)	Data 0.000 (0.001)	Loss 0.3241 (0.1539)
>> Train: [70][560/2000]	Time 0.104 (0.096)	Data 0.000 (0.001)	Loss 0.2453 (0.1539)
>> Train: [70][570/2000]	Time 0.095 (0.096)	Data 0.000 (0.001)	Loss 0.1177 (0.1542)
>> Train: [70][580/2000]	Time 0.106 (0.096)	Data 0.000 (0.001)	Loss 0.1221 (0.1538)
>> Train: [70][590/2000]	Time 0.099 (0.096)	Data 0.000 (0.001)	Loss 0.0916 (0.1533)
>> Train: [70][600/2000]	Time 0.099 (0.096)	Data 0.001 (0.001)	Loss 0.1401 (0.1537)
>> Train: [70][610/2000]	Time 0.100 (0.096)	Data 0.000 (0.001)	Loss 0.2283 (0.1536)
>> Train: [70][620/2000]	Time 0.101 (0.096)	Data 0.000 (0.001)	Loss 0.0565 (0.1534)
>> Train: [70][630/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.1250 (0.1540)
>> Train: [70][640/2000]	Time 0.087 (0.096)	Data 0.000 (0.001)	Loss 0.0142 (0.1538)
>> Train: [70][650/2000]	Time 0.099 (0.095)	Data 0.000 (0.001)	Loss 0.2158 (0.1542)
>> Train: [70][660/2000]	Time 0.084 (0.095)	Data 0.000 (0.001)	Loss 0.0587 (0.1536)
>> Train: [70][670/2000]	Time 0.082 (0.095)	Data 0.000 (0.001)	Loss 0.1411 (0.1536)
>> Train: [70][680/2000]	Time 0.086 (0.095)	Data 0.000 (0.001)	Loss 0.2477 (0.1532)
>> Train: [70][690/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.1223 (0.1529)
>> Train: [70][700/2000]	Time 0.086 (0.095)	Data 0.000 (0.001)	Loss 0.0205 (0.1528)
>> Train: [70][710/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.2445 (0.1526)
>> Train: [70][720/2000]	Time 0.081 (0.095)	Data 0.000 (0.001)	Loss 0.1235 (0.1523)
>> Train: [70][730/2000]	Time 0.102 (0.095)	Data 0.000 (0.001)	Loss 0.1435 (0.1529)
>> Train: [70][740/2000]	Time 0.111 (0.095)	Data 0.000 (0.001)	Loss 0.1946 (0.1534)
>> Train: [70][750/2000]	Time 0.087 (0.095)	Data 0.000 (0.001)	Loss 0.1173 (0.1533)
>> Train: [70][760/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.0913 (0.1534)
>> Train: [70][770/2000]	Time 0.094 (0.095)	Data 0.000 (0.001)	Loss 0.1002 (0.1528)
>> Train: [70][780/2000]	Time 0.106 (0.095)	Data 0.000 (0.001)	Loss 0.0968 (0.1526)
>> Train: [70][790/2000]	Time 0.091 (0.096)	Data 0.000 (0.001)	Loss 0.2959 (0.1524)
>> Train: [70][800/2000]	Time 0.107 (0.096)	Data 0.000 (0.001)	Loss 0.0985 (0.1522)
>> Train: [70][810/2000]	Time 0.101 (0.096)	Data 0.000 (0.001)	Loss 0.1852 (0.1521)
>> Train: [70][820/2000]	Time 0.091 (0.096)	Data 0.000 (0.001)	Loss 0.1016 (0.1517)
>> Train: [70][830/2000]	Time 0.090 (0.096)	Data 0.000 (0.001)	Loss 0.1413 (0.1512)
>> Train: [70][840/2000]	Time 0.085 (0.096)	Data 0.000 (0.001)	Loss 0.1576 (0.1513)
>> Train: [70][850/2000]	Time 0.079 (0.095)	Data 0.000 (0.001)	Loss 0.1267 (0.1513)
>> Train: [70][860/2000]	Time 0.087 (0.095)	Data 0.000 (0.001)	Loss 0.1411 (0.1518)
>> Train: [70][870/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.2502 (0.1522)
>> Train: [70][880/2000]	Time 0.094 (0.095)	Data 0.000 (0.001)	Loss 0.2337 (0.1520)
>> Train: [70][890/2000]	Time 0.105 (0.095)	Data 0.000 (0.001)	Loss 0.2017 (0.1524)
>> Train: [70][900/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.0566 (0.1523)
>> Train: [70][910/2000]	Time 0.085 (0.095)	Data 0.000 (0.001)	Loss 0.1136 (0.1523)
>> Train: [70][920/2000]	Time 0.102 (0.095)	Data 0.000 (0.001)	Loss 0.2778 (0.1519)
>> Train: [70][930/2000]	Time 0.106 (0.095)	Data 0.001 (0.001)	Loss 0.1404 (0.1517)
>> Train: [70][940/2000]	Time 0.101 (0.095)	Data 0.000 (0.001)	Loss 0.0801 (0.1517)
>> Train: [70][950/2000]	Time 0.092 (0.095)	Data 0.000 (0.001)	Loss 0.2401 (0.1522)
>> Train: [70][960/2000]	Time 0.089 (0.095)	Data 0.000 (0.001)	Loss 0.1065 (0.1519)
>> Train: [70][970/2000]	Time 0.099 (0.095)	Data 0.000 (0.001)	Loss 0.1610 (0.1517)
>> Train: [70][980/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.1828 (0.1521)
>> Train: [70][990/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.1034 (0.1520)
>> Train: [70][1000/2000]	Time 0.088 (0.095)	Data 0.000 (0.001)	Loss 0.0383 (0.1519)
>> Train: [70][1010/2000]	Time 0.077 (0.095)	Data 0.000 (0.001)	Loss 0.1887 (0.1520)
>> Train: [70][1020/2000]	Time 0.103 (0.095)	Data 0.000 (0.001)	Loss 0.2039 (0.1523)
>> Train: [70][1030/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.2286 (0.1525)
>> Train: [70][1040/2000]	Time 0.083 (0.095)	Data 0.000 (0.001)	Loss 0.1652 (0.1526)
>> Train: [70][1050/2000]	Time 0.095 (0.095)	Data 0.000 (0.001)	Loss 0.1348 (0.1526)
>> Train: [70][1060/2000]	Time 0.088 (0.095)	Data 0.000 (0.001)	Loss 0.2567 (0.1525)
>> Train: [70][1070/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.0730 (0.1522)
>> Train: [70][1080/2000]	Time 0.101 (0.095)	Data 0.000 (0.001)	Loss 0.0682 (0.1520)
>> Train: [70][1090/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.0308 (0.1519)
>> Train: [70][1100/2000]	Time 0.090 (0.095)	Data 0.000 (0.001)	Loss 0.1505 (0.1521)
>> Train: [70][1110/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.1135 (0.1518)
>> Train: [70][1120/2000]	Time 0.086 (0.095)	Data 0.000 (0.001)	Loss 0.1977 (0.1519)
>> Train: [70][1130/2000]	Time 0.106 (0.095)	Data 0.000 (0.001)	Loss 0.1518 (0.1520)
>> Train: [70][1140/2000]	Time 0.093 (0.095)	Data 0.000 (0.001)	Loss 0.1707 (0.1522)
>> Train: [70][1150/2000]	Time 0.109 (0.095)	Data 0.000 (0.001)	Loss 0.0800 (0.1524)
>> Train: [70][1160/2000]	Time 0.115 (0.095)	Data 0.000 (0.001)	Loss 0.1182 (0.1526)
>> Train: [70][1170/2000]	Time 0.089 (0.095)	Data 0.000 (0.001)	Loss 0.3597 (0.1528)
>> Train: [70][1180/2000]	Time 0.095 (0.095)	Data 0.000 (0.001)	Loss 0.0446 (0.1525)
>> Train: [70][1190/2000]	Time 0.087 (0.095)	Data 0.000 (0.001)	Loss 0.3251 (0.1528)
>> Train: [70][1200/2000]	Time 0.095 (0.095)	Data 0.001 (0.001)	Loss 0.2702 (0.1530)
>> Train: [70][1210/2000]	Time 0.105 (0.095)	Data 0.000 (0.001)	Loss 0.2862 (0.1531)
>> Train: [70][1220/2000]	Time 0.087 (0.095)	Data 0.000 (0.001)	Loss 0.0591 (0.1529)
>> Train: [70][1230/2000]	Time 0.090 (0.095)	Data 0.000 (0.001)	Loss 0.2857 (0.1527)
>> Train: [70][1240/2000]	Time 0.083 (0.095)	Data 0.000 (0.001)	Loss 0.1468 (0.1527)
>> Train: [70][1250/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.1633 (0.1528)
>> Train: [70][1260/2000]	Time 0.101 (0.095)	Data 0.000 (0.001)	Loss 0.1393 (0.1528)
>> Train: [70][1270/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.1305 (0.1526)
>> Train: [70][1280/2000]	Time 0.094 (0.095)	Data 0.000 (0.001)	Loss 0.0906 (0.1524)
>> Train: [70][1290/2000]	Time 0.087 (0.095)	Data 0.000 (0.001)	Loss 0.0842 (0.1523)
>> Train: [70][1300/2000]	Time 0.086 (0.095)	Data 0.000 (0.001)	Loss 0.4118 (0.1525)
>> Train: [70][1310/2000]	Time 0.099 (0.095)	Data 0.000 (0.001)	Loss 0.2118 (0.1524)
>> Train: [70][1320/2000]	Time 0.076 (0.095)	Data 0.000 (0.001)	Loss 0.1435 (0.1524)
>> Train: [70][1330/2000]	Time 0.094 (0.095)	Data 0.000 (0.001)	Loss 0.1171 (0.1526)
>> Train: [70][1340/2000]	Time 0.088 (0.095)	Data 0.000 (0.001)	Loss 0.1698 (0.1527)
>> Train: [70][1350/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.0372 (0.1523)
>> Train: [70][1360/2000]	Time 0.093 (0.095)	Data 0.000 (0.001)	Loss 0.1931 (0.1527)
>> Train: [70][1370/2000]	Time 0.093 (0.095)	Data 0.000 (0.001)	Loss 0.1181 (0.1526)
>> Train: [70][1380/2000]	Time 0.062 (0.095)	Data 0.000 (0.001)	Loss 0.1893 (0.1524)
>> Train: [70][1390/2000]	Time 0.103 (0.095)	Data 0.000 (0.001)	Loss 0.1955 (0.1523)
>> Train: [70][1400/2000]	Time 0.110 (0.095)	Data 0.000 (0.001)	Loss 0.3564 (0.1524)
>> Train: [70][1410/2000]	Time 0.087 (0.095)	Data 0.001 (0.001)	Loss 0.2216 (0.1524)
>> Train: [70][1420/2000]	Time 0.088 (0.095)	Data 0.000 (0.001)	Loss 0.2352 (0.1528)
>> Train: [70][1430/2000]	Time 0.101 (0.095)	Data 0.000 (0.001)	Loss 0.2020 (0.1529)
>> Train: [70][1440/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.0732 (0.1528)
>> Train: [70][1450/2000]	Time 0.102 (0.095)	Data 0.000 (0.001)	Loss 0.0279 (0.1526)
>> Train: [70][1460/2000]	Time 0.095 (0.095)	Data 0.000 (0.001)	Loss 0.1324 (0.1527)
>> Train: [70][1470/2000]	Time 0.094 (0.095)	Data 0.000 (0.001)	Loss 0.0834 (0.1527)
>> Train: [70][1480/2000]	Time 0.119 (0.095)	Data 0.000 (0.001)	Loss 0.1702 (0.1526)
>> Train: [70][1490/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.1044 (0.1526)
>> Train: [70][1500/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.3659 (0.1526)
>> Train: [70][1510/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.1038 (0.1526)
>> Train: [70][1520/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.1220 (0.1527)
>> Train: [70][1530/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.1109 (0.1526)
>> Train: [70][1540/2000]	Time 0.101 (0.095)	Data 0.000 (0.001)	Loss 0.2527 (0.1526)
>> Train: [70][1550/2000]	Time 0.100 (0.095)	Data 0.000 (0.001)	Loss 0.2505 (0.1526)
>> Train: [70][1560/2000]	Time 0.074 (0.095)	Data 0.000 (0.001)	Loss 0.1557 (0.1526)
>> Train: [70][1570/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.1217 (0.1528)
>> Train: [70][1580/2000]	Time 0.078 (0.095)	Data 0.000 (0.001)	Loss 0.3159 (0.1531)
>> Train: [70][1590/2000]	Time 0.097 (0.095)	Data 0.000 (0.000)	Loss 0.1023 (0.1531)
>> Train: [70][1600/2000]	Time 0.095 (0.095)	Data 0.000 (0.000)	Loss 0.1266 (0.1532)
>> Train: [70][1610/2000]	Time 0.093 (0.095)	Data 0.000 (0.000)	Loss 0.1598 (0.1531)
>> Train: [70][1620/2000]	Time 0.097 (0.095)	Data 0.000 (0.000)	Loss 0.2448 (0.1530)
>> Train: [70][1630/2000]	Time 0.089 (0.095)	Data 0.000 (0.000)	Loss 0.1846 (0.1531)
>> Train: [70][1640/2000]	Time 0.100 (0.095)	Data 0.000 (0.000)	Loss 0.1594 (0.1530)
>> Train: [70][1650/2000]	Time 0.087 (0.095)	Data 0.000 (0.000)	Loss 0.0500 (0.1531)
>> Train: [70][1660/2000]	Time 0.091 (0.095)	Data 0.000 (0.000)	Loss 0.1226 (0.1531)
>> Train: [70][1670/2000]	Time 0.088 (0.095)	Data 0.000 (0.000)	Loss 0.0771 (0.1532)
>> Train: [70][1680/2000]	Time 0.084 (0.095)	Data 0.001 (0.000)	Loss 0.2627 (0.1532)
>> Train: [70][1690/2000]	Time 0.089 (0.095)	Data 0.000 (0.000)	Loss 0.1068 (0.1532)
>> Train: [70][1700/2000]	Time 0.096 (0.095)	Data 0.000 (0.000)	Loss 0.4155 (0.1533)
>> Train: [70][1710/2000]	Time 0.092 (0.095)	Data 0.000 (0.000)	Loss 0.1301 (0.1535)
>> Train: [70][1720/2000]	Time 0.098 (0.095)	Data 0.000 (0.000)	Loss 0.0638 (0.1534)
>> Train: [70][1730/2000]	Time 0.098 (0.095)	Data 0.000 (0.000)	Loss 0.1730 (0.1533)
>> Train: [70][1740/2000]	Time 0.093 (0.095)	Data 0.000 (0.000)	Loss 0.0980 (0.1532)
